All Grants,Earliest Award,Grants,Grants To Individuals,Grants To Organisations,Largest Amount,Largest Amount  (USD),Latest Award,Smallest Amount,Smallest Amount  (USD),Total Amount,Total Amount (USD),additional_active,additional_charitynumber,additional_companynumber,additional_dateregistered,additional_dateremoved,additional_last_modified,additional_latestincome,additional_latestincomedate,additional_linked_orgs,additional_linked_orgs_verified,additional_name,additional_organisationtype,additional_organisationtypeprimary,additional_orgids,additional_postalcode,additional_source,appears_as,name,org_ids,fund_url,organisationtypeprimary,other_names
,01-Nov-97,,,"2,633","£900,000",,02-Jul-25,£500,,"£40,611,750",,TRUE,1052686,3150478,05/02/1996,,2025-12-01 01:08:12.011534+00:00,7540335,31/03/2024,"GB-CHC-1052686, GB-COH-03150478","GB-CHC-1052686, GB-COH-03150478",THE ORR MACKINTOSH FOUNDATION LIMITED,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1052686, GB-COH-03150478",EC2Y 5AU,ccew,"Funder, Publisher",SHAREGIFT,"Org IDsGB-CHC-1052686, GB-COH-03150478",https://www.sharegift.org,Registered Charity,Other Names used in the dataTHE ORR MACKINTOSH FOUNDATION LIMITED
,23-Jan-13,,,622,"£30,000",,01-Aug-25,"£1,200",,"£11,130,039",,TRUE,1204122,,27/07/2023,,2025-12-01 01:08:12.011534+00:00,2184339,31/08/2024,"GB-CHC-1204122, GB-COH-CE033076",GB-CHC-1204122,THE FORE,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1204122,SE11 5JH,ccew,"Funder, Recipient, Publisher",The Fore,Org IDsGB-CHC-1204122,https://www.thefore.org,Registered Charity,Other Names used in the dataTHE FORE
,13-Jan-21,,,667,"£1,699,572",,20-Dec-22,"£1,000",,"£8,489,766",,TRUE,233838,,19/06/1964,,2025-12-01 01:08:12.011534+00:00,2110401,31/12/2024,"GB-CHC-233838, XI-ROR-03ntprd85, XI-GRID-grid.453638.f",GB-CHC-233838,SIR JULES THORN CHARITABLE TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-233838,W1U 3TH,ccew,"Funder, Publisher",Sir Jules Thorn Charitable Trust,Org IDsGB-CHC-233838,https://www.julesthorntrust.org.uk,Registered Charity,Other Names used in the dataSIR JULES THORN CHARITABLE TRUST
,27-Jan-20,,,800,"£50,000",,23-Dec-24,"£1,000",,"£12,389,374",,TRUE,1078969,,14/01/2000,,2025-12-01 01:08:12.011534+00:00,129426,31/12/2024,GB-CHC-1078969,GB-CHC-1078969,THE CHARLES HAYWARD FOUNDATION,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-1078969,SW7 4JU,ccew,"Funder, Publisher",Charles Hayward Foundation,Org IDsGB-CHC-1078969,https://www.charleshaywardfoundation.org.uk,Registered Charity,Other Names used in the dataTHE CHARLES HAYWARD FOUNDATION
,31-Mar-16,,,"1,893","£611,459",,07-Nov-24,£130,,"£16,330,697",,TRUE,1119845,6265201,27/06/2007,,2025-12-01 01:08:12.011534+00:00,3715305,31/12/2024,"GB-CHC-1119845, GB-COH-06265201","GB-CHC-1119845, GB-COH-06265201",THE NATIONAL CHURCHES TRUST,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1119845, GB-COH-06265201",SW1P 3QB,ccew,"Funder, Recipient, Publisher",National Churches Trust,"Org IDsGB-CHC-1119845, GB-COH-06265201",https://www.nationalchurchestrust.org,Registered Charity,Other Names used in the dataTHE NATIONAL CHURCHES TRUST
,03-Apr-13,,,"2,143","£909,907",,24-Mar-25,£90,,"£15,656,227",,TRUE,1151621,,12/04/2013,,2025-12-01 01:08:12.011534+00:00,1842319,31/03/2024,"GB-CHC-1151621, GB-COH-CE000339",GB-CHC-1151621,OXFORDSHIRE COMMUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1151621,OX1 1HD,ccew,"Funder, Recipient, Publisher",Oxfordshire Community Foundation,Org IDsGB-CHC-1151621,https://www.oxfordshire.org,Registered Charity,Other Names used in the dataOXFORDSHIRE COMMUNITY FOUNDATION
"1,200",01-Apr-16,729,,,"£2,000,000",,06-Aug-25,£20,,"£15,172,038",,TRUE,1166084,9999900,15/03/2016,,2025-12-01 01:08:12.011534+00:00,7194975,31/03/2024,"GB-CHC-1166084, GB-COH-09999900","GB-CHC-1166084, GB-COH-09999900",IMPERIAL HEALTH CHARITY,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1166084, GB-COH-09999900",W2 1AY,ccew,"Funder, Recipient, Publisher",Imperial Health Charity,"Org IDsGB-CHC-1166084, GB-COH-09999900",http://www.imperialcharity.org.uk/,Registered Charity,Other Names used in the dataIMPERIAL HEALTH CHARITY
,01-Mar-15,,,"7,864","£3,000,000",,01-Jan-24,£500,,"£314,146,098",,TRUE,802052,4723022,01/09/1989,,2025-12-01 01:08:12.011534+00:00,54912249,30/06/2024,"GB-CHC-802052, GB-SC-SC039557, GB-COH-04723022","GB-CHC-802052, GB-COH-04723022",BBC CHILDREN IN NEED,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-802052, GB-COH-04723022",M50 2LH,ccew,"Funder, Recipient, Publisher",BBC Children in Need,"Org IDsGB-CHC-802052, GB-COH-04723022",https://www.bbc.co.uk/pudsey,Registered Charity,Other Names used in the dataBBC CHILDREN IN NEED
,05-Mar-22,,,306,"£20,000",,24-May-23,£50,,"£1,717,766",,,,,,,,,,,,,,,,,,"Funder, Recipient, Publisher",Crowdfunder,Org IDsGB-COH-07831511,,,
297,10-May-22,26,,,"£40,000",,27-May-25,"£18,177",,"£874,418",,TRUE,SC037942,,12/03/2007,,2025-11-27 20:00:53.018024+00:00,2721556,31/03/2024,"GB-SC-SC037942, GB-COH-SC312802",GB-SC-SC037942,First Port for Social Entrepreneurs Limited,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC037942,EH7 5JT,oscr,"Funder, Recipient, Publisher",Firstport,Org IDsGB-SC-SC037942,http://www.firstport.org.uk,Registered Charity,Other Names used in the dataFirst Port for Social Entrepreneurs Limited
,01-Sep-13,,,355,"£10,000,000",,18-Nov-25,£0,,"£70,935,624",,TRUE,1175877,11071377,22/11/2017,,2025-12-01 01:08:12.011534+00:00,6434215,31/03/2025,"GB-CHC-1175877, GB-COH-11071377, XI-ROR-028vg3q27, GB-CHC-1055440, XI-GRID-grid.485476.c","GB-CHC-1175877, GB-COH-11071377",MAUDSLEY CHARITY,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1175877, GB-COH-11071377",SE5 8SN,ccew,"Funder, Recipient, Publisher",Maudsley Charity,"Org IDsGB-CHC-1175877, GB-COH-11071377",https://www.maudsleycharity.org,Registered Charity,Other Names used in the dataMAUDSLEY CHARITY
,25-Mar-22,,,66,"£5,000,000",,29-Nov-24,"£23,503",,"£20,078,167",,TRUE,SC046499,,21/04/2016,,2025-11-27 20:00:53.334251+00:00,29564838,31/12/2024,"GB-SC-SC046499, GB-COH-SC532119",GB-SC-SC046499,Postcode Innovation Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC046499,EH2 4ET,oscr,Funder,Postcode Innovation Trust,Org IDsGB-SC-SC046499,http://www.postcodeinnovationtrust.org.uk,Registered Charity,
,23-Mar-11,,,"27,920","£110,006,546",,28-Mar-24,£1,,"£4,838,903,789",,,,,,,,,,,,,,,,,,Funder,"Department for Science, Innovation and Technology",Org IDsGB-GOR-D1381,,,
,12-Feb-14,,,213,"£200,000",,01-Apr-19,£250,,"£3,145,021",,TRUE,,,,,2024-03-01 01:01:01.237769+00:00,,,"GB-LAE-OXO, GB-UKLA-OXO, XI-ROR-052b1ym09, GB-SHPE-38UC, XI-GRID-grid.437032.1","GB-LAE-OXO, GB-UKLA-OXO",Oxford City Council,"local-authority, non-metropolitan-district",Local Authority,GB-LAE-OXO,,lae,"Funder, Recipient, Publisher",Oxford City Council,"Org IDsGB-LAE-OXO, GB-UKLA-OXO",,Local Authority,
,30-Nov-21,,,34,"£4,100,000",,01-Dec-23,"£75,000",,"£45,895,000",,TRUE,SC045922,,20/08/2015,,2025-11-27 20:00:53.305680+00:00,49268592,31/12/2024,"GB-SC-SC045922, GB-COH-SC513161",GB-SC-SC045922,Postcode Education Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC045922,EH2 4ET,oscr,Funder,Postcode Education Trust,Org IDsGB-SC-SC045922,http://www.postcodeeducationtrust.org.uk,Registered Charity,
,31-Jan-17,,,"1,402","£4,800,000",,08-Oct-25,£347,,"£93,529,033",,TRUE,205629,,02/10/1962,,2025-12-01 01:08:12.011534+00:00,9978639,31/12/2024,"GB-CHC-205629, GB-CHC-294710",GB-CHC-205629,TRUST FOR LONDON,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-205629,EC1Y 4UP,ccew,"Funder, Recipient, Publisher",Trust for London,Org IDsGB-CHC-205629,https://www.trustforlondon.org.uk,Registered Charity,Other Names used in the dataTRUST FOR LONDON
,01-Apr-16,,,"3,846","£12,000,000",,01-Feb-24,£189,,"£709,203,241",,TRUE,,,,,2025-12-01 01:00:59.111538+00:00,,,"GB-GOR-D18, GB-GOVUK-ministry-of-justice, XI-ROR-01xdnwc75, XI-GRID-grid.421416.4, XI-WIKIDATA-Q2983190","GB-GOR-D18, GB-GOVUK-ministry-of-justice",Ministry of Justice,government-organisation,Government Organisation,"GB-GOR-D18, GB-GOVUK-ministry-of-justice",,gor,Funder,Ministry of Justice,"Org IDsGB-GOR-D18, GB-GOVUK-ministry-of-justice",https://www.gov.uk/government/organisations/ministry-of-justice,Government Organisation,
"3,203",15-Sep-15,905,,,"£150,000",,11-Jul-25,£50,,"£15,789,910",,TRUE,205959,7425897,22/09/1962,,2025-12-01 01:08:12.011534+00:00,1747000,30/06/2024,"GB-CHC-205959, GB-COH-07425897, GB-CHC-263284, GB-CHC-276037","GB-CHC-205959, GB-COH-07425897",CHARITY OF RICHARD CLOUDESLEY,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-205959, GB-COH-07425897",N1 9JP,ccew,"Funder, Publisher",Cloudesley,"Org IDsGB-CHC-205959, GB-COH-07425897",https://www.cloudesley.org.uk,Registered Charity,Other Names used in the dataCHARITY OF RICHARD CLOUDESLEY
,20-Oct-16,,,108,"£3,000",,22-May-25,£700,,"£143,762",,TRUE,1164294,,09/11/2015,,2025-12-01 01:08:12.011534+00:00,315,31/12/2024,GB-CHC-1164294,GB-CHC-1164294,THE POSTLETHWAITE MUSIC FOUNDATION,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1164294,LN2 4TG,ccew,"Funder, Publisher",The Postlethwaite Music Foundation,Org IDsGB-CHC-1164294,https://www.postlethwaitemusic.org,Registered Charity,Other Names used in the dataTHE POSTLETHWAITE MUSIC FOUNDATION
,08-May-21,,,40,"£24,836",,22-Nov-21,£950,,"£299,160",,TRUE,1082450,3376716,16/09/2000,,2025-12-01 01:08:12.011534+00:00,14385910,31/03/2024,"GB-CHC-1082450, GB-COH-03376716, GB-CHC-1094632","GB-CHC-1082450, GB-COH-03376716",SOLACE WOMEN'S AID,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1082450, GB-COH-03376716",NW1 0AP,ccew,"Funder, Recipient, Publisher",Solace Women's Aid,"Org IDsGB-CHC-1082450, GB-COH-03376716",https://www.solacewomensaid.org,Registered Charity,Other Names used in the dataSOLACE WOMEN'S AID
,21-Mar-95,,,"48,430","£30,939,800",,30-Sep-25,£12,,"£9,191,025,446",,TRUE,,,,,2025-12-01 01:00:59.091538+00:00,,,"GB-GOR-PC390, GB-GOVUK-heritage-lottery-fund","GB-GOR-PC390, GB-GOVUK-heritage-lottery-fund",Heritage Lottery Fund (administered by the NHMF),government-organisation,Government Organisation,"GB-GOR-PC390, GB-GOVUK-heritage-lottery-fund",,gor,"Funder, Publisher",The National Lottery Heritage Fund,"Org IDsGB-GOR-PC390, GB-GOVUK-heritage-lottery-fund",https://www.gov.uk/government/organisations/heritage-lottery-fund,Government Organisation,Other Names used in the dataHeritage Lottery Fund (administered by the NHMF)
489,25-Mar-21,145,,,"£40,000",,22-Apr-25,£500,,"£1,487,846",,TRUE,313838,983028,17/11/1970,,2025-12-01 01:08:12.011534+00:00,7414622,30/06/2024,"GB-CHC-313838, GB-COH-00983028","GB-CHC-313838, GB-COH-00983028",THE PAUL MELLON CENTRE FOR STUDIES IN BRITISH ART,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-313838, GB-COH-00983028",WC1B 3JA,ccew,"Funder, Publisher",The Paul Mellon Centre for Studies in British Art,"Org IDsGB-CHC-313838, GB-COH-00983028",https://www.paul-mellon-centre.ac.uk,Registered Charity,Other Names used in the dataTHE PAUL MELLON CENTRE FOR STUDIES IN BRITISH ART
,27-Mar-20,,,250,"£5,348,336",,30-Mar-21,"£1,250",,"£75,827,944",,TRUE,1004630,2651777,11/10/1991,,2025-12-01 01:08:12.011534+00:00,12961000,31/03/2024,"GB-CHC-1004630, GB-COH-02651777, GB-CHC-208323, GB-CHC-208322, GB-CHC-209718, GB-CHC-209719, GB-CHC-211523, GB-CHC-215510, GB-CHC-527504, GB-CHC-230285, GB-CHC-221259, GB-CHC-236234, GB-CHC-277190, GB-CHC-310531, GB-CHC-274728, GB-CHC-230213, GB-CHC-1100248, GB-SC-SC047306, GB-CHC-299276","GB-CHC-1004630, GB-COH-02651777",UK COMMUNITY FOUNDATIONS,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1004630, GB-COH-02651777",NG24 1EZ,ccew,"Funder, Recipient, Publisher",UK Community Foundations,"Org IDsGB-CHC-1004630, GB-COH-02651777",https://www.ukcommunityfoundations.org,Registered Charity,Other Names used in the dataUK COMMUNITY FOUNDATIONS
,02-Apr-20,,,"1,718","£150,000",,18-Dec-24,£20,,"£10,579,870",,TRUE,1002722,2599428,30/04/1991,,2025-12-01 01:08:12.011534+00:00,3161746,30/06/2024,"GB-CHC-1002722, GB-COH-02599428","GB-CHC-1002722, GB-COH-02599428",COMMUNITY FOUNDATION FOR CALDERDALE,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1002722, GB-COH-02599428",HX1 2HX,ccew,"Funder, Recipient, Publisher",Community Foundation for Calderdale,"Org IDsGB-CHC-1002722, GB-COH-02599428",https://www.cffc.co.uk,Registered Charity,Other Names used in the dataCOMMUNITY FOUNDATION FOR CALDERDALE
,01-Feb-22,,,40,"£3,100,000",,19-Nov-24,"£200,000",,"£39,750,000",,TRUE,SC042667,,19/10/2011,,2025-11-27 20:00:53.177799+00:00,49367848,31/12/2024,"GB-SC-SC042667, GB-COH-SC407953",GB-SC-SC042667,Postcode Care Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC042667,EH2 4ET,oscr,Funder,Postcode Care Trust,Org IDsGB-SC-SC042667,http://www.postcodecaretrust.org.uk,Registered Charity,
,12-Jan-22,,,43,"£3,100,000",,25-Nov-24,"£50,000",,"£43,583,000",,TRUE,SC043837,,06/03/2013,,2025-11-27 20:00:53.222049+00:00,49187800,31/12/2024,"GB-SC-SC043837, GB-COH-SC443944",GB-SC-SC043837,Postcode Animal Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC043837,EH2 4ET,oscr,Funder,Postcode Animal Trust,Org IDsGB-SC-SC043837,http://www.postcodeanimaltrust.org.uk,Registered Charity,
,01-Apr-14,,,"1,779","£3,970,000",,06-Nov-23,£10,,"£39,309,039",,TRUE,,,01/07/1986,,2024-03-01 01:01:01.231152+00:00,,,"GB-LAE-BIR, XI-ROR-04dm6ed68, GB-UKLA-BIR, GB-SHPE-00CN, XI-GRID-grid.423075.7, XI-WIKIDATA-Q4916650","GB-LAE-BIR, GB-UKLA-BIR",Birmingham City Council,"local-authority, metropolitan-district",Local Authority,GB-LAE-BIR,,lae,"Funder, Recipient, Publisher",Birmingham City Council,"Org IDsGB-LAE-BIR, GB-UKLA-BIR",,Local Authority,
,01-Dec-18,,,242,,,01-Jul-25,,,,,TRUE,1183461,,16/05/2019,,2025-12-01 01:08:12.011534+00:00,230639,31/10/2024,"GB-CHC-1183461, GB-COH-CE017533, GB-CHC-1122567",GB-CHC-1183461,GOWER STREET,"registered-charity, registered-charity-england-and-wales, charitable-incorporated-organisation, incorporated-charity, charitable-incorporated-organisation-foundation",Registered Charity,GB-CHC-1183461,NW3 2SS,ccew,"Funder, Publisher",Gower Street,Org IDsGB-CHC-1183461,https://www.gowerstreet.org/,Registered Charity,Other Names used in the dataGOWER STREET
,10-Apr-18,,,354,"£130,000",,25-Feb-25,£195,,"£2,872,409",,TRUE,1113562,,04/04/2006,,2025-12-01 01:08:12.011534+00:00,602234,31/03/2024,GB-CHC-1113562,GB-CHC-1113562,THE BISHOP RADFORD TRUST,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-1113562,EC4Y 8EN,ccew,"Funder, Publisher",The Bishop Radford Trust,Org IDsGB-CHC-1113562,https://www.bishopradfordtrust.org.uk,Registered Charity,Other Names used in the dataTHE BISHOP RADFORD TRUST
,26-Jun-20,,,148,"£65,000",,01-Feb-24,£50,,"£1,438,836",,TRUE,1185959,12202541,23/10/2019,,2025-12-01 01:08:12.011534+00:00,3121000,31/03/2025,"GB-CHC-1185959, GB-COH-12202541","GB-CHC-1185959, GB-COH-12202541",WALTON ON THAMES CHARITY,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1185959, GB-COH-12202541",KT12 2TZ,ccew,"Funder, Recipient, Publisher",Walton Charity,"Org IDsGB-CHC-1185959, GB-COH-12202541",https://www.waltoncharity.org.uk,Registered Charity,Other Names used in the dataWALTON ON THAMES CHARITY
,03-Feb-22,,,23,"£3,100,000",,01-Dec-23,"£250,000",,"£27,800,000",,TRUE,SC044038,,29/05/2013,,2025-11-27 20:00:53.229851+00:00,29022103,31/12/2024,"GB-SC-SC044038, GB-COH-SC449876",GB-SC-SC044038,Postcode Global Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC044038,EH2 4ET,oscr,Funder,Postcode Global Trust,Org IDsGB-SC-SC044038,http://www.postcodeglobaltrust.org.uk,Registered Charity,
,16-Oct-17,,,34,"£450,000",,25-Sep-24,"£25,000",,"£5,922,575",,TRUE,1194474,13083579,14/05/2021,,2025-12-01 01:08:12.011534+00:00,1122919,30/09/2024,"GB-CHC-1194474, GB-COH-13083579, GB-CHC-1086518","GB-CHC-1194474, GB-COH-13083579",THE KPMG FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1194474, GB-COH-13083579",E14 5GL,ccew,"Funder, Publisher",KPMG Foundation,"Org IDsGB-CHC-1194474, GB-COH-13083579",https://kpmgfoundation.org.uk,Registered Charity,Other Names used in the dataTHE KPMG FOUNDATION
,17-Mar-22,,,402,"£50,000",,26-Jun-24,£107,,"£3,446,822",,TRUE,1135322,4851054,30/03/2010,,2025-12-01 01:08:12.011534+00:00,612183,31/03/2024,"GB-CHC-1135322, GB-COH-04851054","GB-CHC-1135322, GB-COH-04851054","LEICESTERSHIRE, LEICESTER AND RUTLAND COMMUNITY FOUNDATION","registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1135322, GB-COH-04851054",LE1 5LR,ccew,"Funder, Recipient, Publisher",Leicestershire and Rutland Community Foundation,"Org IDsGB-CHC-1135322, GB-COH-04851054",https://www.llrcommunityfoundation.org.uk,Registered Charity,"Other Names used in the dataLEICESTERSHIRE, LEICESTER AND RUTLAND COMMUNITY FOUNDATION"
,14-Jan-20,,,"2,122","£1,500,000",,27-Mar-24,£600,,"£48,277,641",,TRUE,268369,,01/01/1974,,2025-12-01 01:08:12.011534+00:00,1194823000,30/04/2024,"GB-CHC-268369, XI-ROR-03skd0235, XI-GRID-grid.475094.b, XI-WIKIDATA-Q5074455",GB-CHC-268369,THE CHARITIES AID FOUNDATION,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-268369,ME19 4TA,ccew,"Funder, Recipient, Publisher",CAF,Org IDsGB-CHC-268369,https://www.cafonline.org,Registered Charity,Other Names used in the dataTHE CHARITIES AID FOUNDATION
,20-Apr-21,,,42,"£630,000",,23-Nov-22,"£18,000",,"£10,031,562",,TRUE,1187441,12328192,17/01/2020,,2025-12-01 01:08:12.011534+00:00,4334000,30/06/2024,"GB-CHC-1187441, GB-COH-12328192","GB-CHC-1187441, GB-COH-12328192",JUSTICE COLLABORATIONS,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1187441, GB-COH-12328192",WC1E 7EB,ccew,"Funder, Recipient, Publisher",Justice Together Initiative,"Org IDsGB-CHC-1187441, GB-COH-12328192",,Registered Charity,Other Names used in the dataJUSTICE COLLABORATIONS
,18-Nov-14,,,121,"£258,840",,18-Mar-25,"£3,000",,"£8,952,938",,TRUE,1150784,8395296,12/02/2013,,2025-12-01 01:08:12.011534+00:00,1262427,01/04/2024,"GB-CHC-1150784, GB-COH-08395296, GB-CHC-802643","GB-CHC-1150784, GB-COH-08395296",COUTTS CHARITABLE FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1150784, GB-COH-08395296",WC2R 0QS,ccew,"Funder, Publisher",The Coutts Foundation,"Org IDsGB-CHC-1150784, GB-COH-08395296",http://www.coutts.com/foundation/,Registered Charity,Other Names used in the dataCOUTTS CHARITABLE FOUNDATION
,06-Apr-22,,,251,"£500,000",,31-Mar-24,"£2,000",,"£9,104,402",,TRUE,1145887,,14/02/2012,,2025-12-01 01:08:12.011534+00:00,22515761,05/04/2024,GB-CHC-1145887,GB-CHC-1145887,BACKSTAGE TRUST,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-1145887,SW1P 3LN,ccew,"Funder, Recipient, Publisher",Backstage Trust,Org IDsGB-CHC-1145887,,Registered Charity,Other Names used in the dataBACKSTAGE TRUST
,15-Jun-20,,,598,"£803,923",,10-Jul-25,"£1,175",,"£64,895,831",,TRUE,1126147,6714178,03/10/2008,,2025-12-01 01:08:12.011534+00:00,13275093,31/12/2024,"GB-CHC-1126147, GB-SC-SC048584, GB-COH-06714178","GB-CHC-1126147, GB-COH-06714178",THE ACCESS TO JUSTICE FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1126147, GB-COH-06714178",WC2A 2JR,ccew,"Funder, Recipient, Publisher",Access to Justice Foundation,"Org IDsGB-CHC-1126147, GB-COH-06714178",https://www.accesstojusticefoundation.org.uk,Registered Charity,Other Names used in the dataTHE ACCESS TO JUSTICE FOUNDATION
,01-Feb-16,,,"3,199","£257,098,990",,01-Apr-24,£0,,"£2,590,191,097",,TRUE,,,,,2025-12-01 01:00:59.031561+00:00,,,"GB-GOR-D12, GB-GOVUK-department-of-health-and-social-care, XI-ROR-03sbpja79, XI-GRID-grid.57981.32, XI-WIKIDATA-Q3044742","GB-GOR-D12, GB-GOVUK-department-of-health-and-social-care",Department of Health and Social Care,government-organisation,Government Organisation,"GB-GOR-D12, GB-GOVUK-department-of-health-and-social-care",,gor,Funder,Department of Health and Social Care,"Org IDsGB-GOR-D12, GB-GOVUK-department-of-health-and-social-care",https://www.gov.uk/government/organisations/department-of-health-and-social-care,Government Organisation,Other Names used in the dataDepartment of Health and Social Care; Department of Health
,24-Nov-16,,,110,"£150,000",,14-Feb-25,"£1,000",,"£2,062,816",,TRUE,309671,,11/09/1963,,2025-12-01 01:08:12.011534+00:00,806352,31/08/2024,GB-CHC-309671,GB-CHC-309671,CULHAM ST GABRIEL'S TRUST,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-309671,OX1 3LE,ccew,"Funder, Recipient, Publisher",Culham St Gabriel's Trust,Org IDsGB-CHC-309671,https://www.cstg.org.uk,Registered Charity,Other Names used in the dataCULHAM ST GABRIEL'S TRUST
,30-Aug-22,,,37,"£276,711",,25-Sep-24,"£1,706",,"£945,954",,,,,,,,,,,,,,,,,,"Funder, Recipient",London Legacy Development Corporation,Org IDsGB-LAE-GLA-LLDC,,,
,03-Nov-21,,,510,"£206,936",,25-Nov-24,£333,,"£9,835,142",,TRUE,SC049115,,11/03/2019,,2025-11-27 20:00:53.455798+00:00,11582939,31/12/2024,"GB-SC-SC049115, GB-COH-SC623202",GB-SC-SC049115,Postcode Places Trust,"registered-charity, registered-charity-scotland, registered-company, incorporated-charity",Registered Charity,GB-SC-SC049115,EH2 4ET,oscr,Funder,Postcode Places Trust,Org IDsGB-SC-SC049115,http://www.postcodeplacestrust.org.uk,Registered Charity,
,01-Mar-21,,,178,"£300,000",,04-Jun-25,"£1,000",,"£10,705,614",,TRUE,200069,,12/08/1968,,2025-12-01 01:08:12.011534+00:00,2603309,30/06/2024,GB-CHC-200069,GB-CHC-200069,Richmond Foundation,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-200069,TW9 1SA,ccew,"Funder, Publisher",Richmond Foundation,Org IDsGB-CHC-200069,https://www.richmondfoundation.org.uk,Registered Charity,
,12-Nov-14,,,"3,778","£1,250,000",,06-Mar-25,£50,,"£24,367,223",,TRUE,1094446,4530979,31/10/2002,,2025-12-01 01:08:12.011534+00:00,5555102,31/03/2025,"GB-CHC-1094446, GB-COH-04530979, GB-CHC-309984","GB-CHC-1094446, GB-COH-04530979",SOMERSET COMMUNITY FOUNDATION,"registered-charity, registered-charity-england-and-wales, registered-company, incorporated-charity",Registered Charity,"GB-CHC-1094446, GB-COH-04530979",BA4 6QN,ccew,"Funder, Recipient, Publisher",Somerset Community Foundation,"Org IDsGB-CHC-1094446, GB-COH-04530979",https://www.somersetcf.org.uk,Registered Charity,Other Names used in the dataSOMERSET COMMUNITY FOUNDATION
,24-Apr-18,,,425,"£500,000",,22-Oct-25,£100,,"£31,731,195",,TRUE,326340,,29/04/1983,,2025-12-01 01:08:12.011534+00:00,7981000,31/03/2024,"GB-CHC-326340, GB-CHC-313222",GB-CHC-326340,THE MERCERS CHARITABLE FOUNDATION,"registered-charity, registered-charity-england-and-wales, trust",Registered Charity,GB-CHC-326340,EC2R 8AB,ccew,Funder,THE MERCERS CHARITABLE FOUNDATION,Org IDsGB-CHC-326340,https://www.mercers.co.uk,Registered Charity,Other Names used in the dataThe Charity of Sir Richard Whittington; Mercers' Charitable Foundation
,24-Mar-14,,,304,"£242,000",,09-Jul-25,"£1,000",,"£22,256,502",,FALSE,1079151,,28/01/2000,27/10/2022,2025-12-01 01:08:12.011534+00:00,1129074,31/12/2020,"GB-CHC-1188686, GB-COH-CE021238, GB-CHC-1079151",GB-CHC-1079151,THE SEGELMAN TRUST,"registered-charity, registered-charity-england-and-wales",Registered Charity,GB-CHC-1079151,NW1 6AD,ccew,"Funder, Publisher",The Segelman Trust,Org IDsGB-CHC-1079151,,Registered Charity,Other Names used in the dataTHE SEGELMAN TRUST
