fund_url,fund_name,applicant_types,geographic_scope,beneficiary_focus,funding_range,restrictions,application_status,deadline,notes,eligibility,evidence,pages_scraped,visited_urls_count,extraction_timestamp,error,source_folder
https://www.linburytrust.org.uk,www.linburytrust.org.uk,charities; charitable organisations,UK,public engagement with culture; arts; dance; museums; heritage; people experiencing disadvantage; inequality; homelessness; refugees; asylum seekers; older people; environment; climate,"Grants from £300 to £30,000; up to £5,000 for essential works",no unsolicited enquiries or applications; rarely support substantive building or capital projects; rarely support arts activity that is performance only,open,,Focus on addressing inequality and environmental sustainability,Eligible,"[Score: 60] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Funding size appropriate: grants from £300 to £30,000; up to £5,000 for essential works | ✓ Applications open | ⚠ Beneficiary focus unclear: public engagement with culture; arts; dance; museums; heritage; people experiencing disadvantage; in | ⚠ Restrictions apply: no unsolicited enquiries or applications; rarely support substantive building or capital projects; r...",15.0,15.0,2025-10-13 11:39:36,,www.linburytrust.org.uk
https://www.lloydsbankfoundation.org.uk,www.lloydsbankfoundation.org.uk,small charities; community interest companies (CICs); charities; CIOs,England and Wales,people facing complex issues; refugees and asylum seekers; people experiencing inequity because of their race or ethnicity; Deaf and Disabled people experiencing poverty,"£30,000 - £150,000; £75,000; £100,000",must have a safeguarding policy in place for applications supporting front-line services to children and/or adults,closed,,Organisations must demonstrate commitment to addressing safeguarding risks.,Low Match,"[Score: 10] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Funding size appropriate: £30,000 - £150,000; £75,000; £100,000 | ⚠ Beneficiary focus unclear: people facing complex issues; refugees and asylum seekers; people experiencing inequity because of t | ✗ Applications CLOSED | ⚠ Restrictions apply: must have a safeguarding policy in place for applications supporting front-line services to children...",15.0,15.0,2025-10-13 13:50:39,,www.lloydsbankfoundation.org.uk
https://www.llrcommunityfoundation.org.uk,www.llrcommunityfoundation.org.uk,not-for-profit organisation; social enterprise,"Leicester, Leicestershire and Rutland",families; individuals; local companies; disadvantaged young people; community projects; local charities,"up to £3,000",national charities must demonstrate a local branch,rolling,1st January 2025,"At least 3 independent trustees, a written constitution, a bank account with unrelated signatories, and relevant policies including safeguarding and equal opportunities.",Not Eligible,"[Score: -5] ✓ Beneficiary alignment: age groups: young people, families | ✓ Funding available but small: up to £3,000 | ✓ Applications rolling | ⏰ Deadline: 1st January 2025 | ⚠ Applicant type unclear - may need verification | ✗ Geographic mismatch: leicester, leicestershire and rutland | ⚠ Restrictions apply: national charities must demonstrate a local branch...",15.0,15.0,2025-10-13 16:34:14,,www.llrcommunityfoundation.org.uk
https://www.londoncatalyst.org.uk,www.londoncatalyst.org.uk,,London,Londoners; people living in London,"£300,000 - £350,000",,paused,,Main Grants Programme and Hardship Grants available; Partners for Health Programme is currently paused for 2025.,Low Match,"[Score: 20] ✓ Regional match (South East/London) | ✓ Beneficiary alignment: general health/care | ✓ Funding size appropriate: £300,000 - £350,000 | ✗ Applications PAUSED",1.0,1.0,2025-10-13 10:24:27,,www.londoncatalyst.org.uk
https://www.londonmarathonfoundation.org,www.londonmarathonfoundation.org,"Community and voluntary sector organisations; Community enterprises; Community Interest Companies without share capital; Organisations or companies with at least three directors who are not related by blood, marriage, civil partnership, or relationship, and do not live together; Faith centres; Local authorities; Registered charities; Schools; Statutory bodies and other educational establishments; Sports clubs; Unincorporated associations",London,children; young people; marginalised communities; underserved groups,"£10,000 - £80,000; Occasionally more than £80,000 for exceptional capital projects",Projects must be open to the wider community outside of school hours; No funding for individuals or profit-making organisations; Cannot apply if already funded by Go! London,open,11 December 2025; 25 March 2026; 8 July 2026; 23 September 2026,Partnership funding is required; Projects must demonstrate existing relationships with community groups,Highly Eligible,"[Score: 75] ✓ Registered charities eligible | ✓ Regional match (South East/London) | ✓ Beneficiary alignment: age groups: children, young people | ✓ Funding size appropriate: £10,000 - £80,000; occasionally more than £80,000 for exceptional capital projects | ✓ Applications open | ⏰ Deadline: 11 December 2025; 25 March 2026; 8 July 2026; 23 September 2026 | ⚠ Restrictions apply: projects must be open to the wider community outside of school hours; no funding for individuals or ...",15.0,15.0,2025-10-13 15:44:19,,www.londonmarathonfoundation.org
https://www.longleigh.org,www.longleigh.org,residents of Stonewater homes or housing schemes,UK,individuals facing financial hardship; victims of domestic abuse; individuals with disabilities or health conditions; individuals receiving treatment for mental health or substance addiction; individuals moving from homelessness; families involved with social services; children receiving free school meals,"up to £5,000","Rent; Ongoing support with income; Non-essential items (e.g. holidays, subscriptions); Property adaptations (including painting and decorating); Gardening equipment and garden clearances; Items you’ve already bought",open,,Applications must be submitted on behalf of the customer by a Stonewater staff member.,Possibly Eligible,"[Score: 45] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, families; general health/care | ✓ Funding size appropriate: up to £5,000 | ✓ Applications open | ⚠ Applicant type unclear - may need verification | ⚠ Restrictions apply: rent; ongoing support with income; non-essential items (e.g. holidays, subscriptions); property adap...",15.0,15.0,2025-10-13 14:40:06,,www.longleigh.org
https://www.mbmf.org.uk/,www.mbmf.org.uk,individual artists; artistic enterprises; arts-related activities,UK,,,,open,,,Low Match,[Score: 25] ✓ UK/England-wide funding (includes Kent) | ✓ Applications open | ⚠ Applicant type unclear - may need verification,1.0,1.0,2025-10-14 11:12:07,,www.mbmf.org.uk
http://www.mccarthystonefoundation.org,www.mccarthystonefoundation.org,registered charities; community groups; Community Interest Companies,"England, Scotland, Wales",people over 65; dementia clubs; memory cafes,"Festive Connections Grants: up to £750; Creating Connections Grants: up to £7,500; Core Cost Funding: up to £7,500; Dementia Grant Programme: up to £7,500",Dementia-specific charities and groups are not eligible for Creating Connections Grant,open,3rd October 2025,"Annual income under £250,000 p.a. required for applicants",Possibly Eligible,[Score: 45] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Applications open | ⏰ Deadline: 3rd October 2025 | ⚠ Beneficiary focus unclear: people over 65; dementia clubs; memory cafes | ⚠ Restrictions apply: dementia-specific charities and groups are not eligible for creating connections grant...,15.0,15.0,2025-10-13 14:03:08,,www.mccarthystonefoundation.org
https://www.mcf.org.uk,www.mcf.org.uk,charities,England and Wales,Early Years (0-5); children affected by domestic abuse; children with special educational needs and disabilities; people with dementia and their carers,"Small grants: £1,000 – £5,000; Large grants: £10,000 - £60,000","Arts and heritage; Environmental; Animal welfare; Statutory obligations; Routine delivery of the National Curriculum in schools; The sole aim of promoting civil liberties and human rights; Political or lobbying activities; Contributions towards new build and/or large scale capital projects; Capital repairs and/or maintenance of existing buildings; Hospital equipment, such as MRI scanners; The promotion of any religious doctrine; Contributions to general appeals; Retrospective funding; Academic research; Charities from which the MCF will not consider applications; Current active MCF Small or Large grant holders; Charities whose previous Small or Large grant ended less than 2 years ago; Charities who have submitted an expression of interest within the last 12 months; Umbrella organisations coordinating fundraising on behalf of others; Third parties seeking funding or organisations coordinating funds on behalf of others; Social Enterprises, Community Interest Companies or Community interest groups, or exempt charities; Hospices; Schools (for routine delivery activities to non-priority groups); Nurseries (for routine delivery activities to non-priority groups); Hospitals (for routine delivery activities to non-priority groups); Churches or other religious institutions; Individuals",open,,"Charities must be registered with the Charity Commission or relevant Central registry of the respective Guernsey, Jersey or Isle of Man’s government. Charities must have at least one year of independently examined or audited accounts published on the Charity Commission website for the registered charity number they are applying from.",Eligible,"[Score: 60] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children; services: care | ✓ Funding size appropriate: small grants: £1,000 – £5,000; large grants: £10,000 - £60,000 | ✓ Applications open | ✗✗ CRITICAL: Core activities may be excluded - hospice, hospices",15.0,15.0,2025-10-13 09:59:37,,www.mcf.org.uk
https://www.mercers.co.uk,www.mercers.co.uk,not-for-profit organisations,"Greater London, Norfolk, Lincolnshire, Northumberland, Tees Valley, County Durham, Tyne & Wear, Northeast of England",young people; older people; families facing disadvantage; disadvantaged communities; refugees; homeless,"£10,000 - £120,000",work solely focused on young people or older people; individuals; proposals designed solely for the advancement of a particular faith; general appeals or financial support for costs that have already been incurred,open,30 October 2025,"Proposals should align closely to one of the priority areas listed, demonstrate community rootedness, and be from organisations that reflect the communities they serve.",Possibly Eligible,"[Score: 45] ✓ Regional match (South East/London) | ✓ Beneficiary alignment: age groups: young people, families | ✓ Funding size appropriate: £10,000 - £120,000 | ✓ Applications open | ⏰ Deadline: 30 October 2025 | ⚠ Applicant type unclear - may need verification | ⚠ Restrictions apply: work solely focused on young people or older people; individuals; proposals designed solely for the ...",15.0,15.0,2025-10-13 10:51:35,,www.mercers.co.uk
https://www.nesta.org.uk,www.nesta.org.uk,founders; entrepreneurs,UK,minoritised entrepreneurs; diverse founders,£500k-£1m,,open,,"Businesses must align with Nesta's investment strategy and focus on areas such as healthy ageing, edtech, foodtech, healthtech, climate tech, and productivity.",Possibly Eligible,[Score: 45] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: general health/care | ✓ Funding size appropriate: £500k-£1m | ✓ Applications open | ⚠ Applicant type unclear - may need verification,15.0,15.0,2025-10-13 11:26:24,,www.nesta.org.uk
https://www.nisalocally.co.uk/community/,www.nisalocally.co.uk,registered charity; good cause,UK,women aged 18 and over; local communities; families; children,"up to £500; £795 each for schools; up to £2,000",must be local to the store (ideally within 10 miles); must have a dedicated business bank account; cannot pay cheques to individuals; must be transparent and accountable,open,,Nominations are now open and can be made in participating Nisa stores.,Eligible,"[Score: 60] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, families | ✓ Applications open | ⚠ Very small grants only: up to £500; £795 each for schools; up to £2,000 | ⚠ Restrictions apply: must be local to the store (ideally within 10 miles); must have a dedicated business bank account; c...",15.0,15.0,2025-10-13 14:46:27,,www.nisalocally.co.uk_community
https://www.ovearupfoundation.org/,www.ovearupfoundation.org,institutions; organizations,UK,female students; young people; disadvantaged children,"£1,000 - £1,000",individual grants for private study are unusual; bursary funding awarded through an institution,open,middle of the preceding month before Trustees' meetings,Projects must be consistent with the charitable aims and mission of the Foundation,Possibly Eligible,"[Score: 35] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, young people | ✓ Funding available but small: £1,000 - £1,000 | ✓ Applications open | ⏰ Deadline: middle of the preceding month before Trustees' meetings | ⚠ Applicant type unclear - may need verification | ⚠ Restrictions apply: individual grants for private study are unusual; bursary funding awarded through an institution...",15.0,15.0,2025-10-14 10:46:54,,www.ovearupfoundation.org
https://www.oxfordshire.org,www.oxfordshire.org,charitable organisations; community groups; social enterprises,Oxfordshire,people experiencing hardship; young people; older people; adults with disabilities; communities in need,"£500 - £30,000; up to £5,000; up to £3,000; up to £25,000; £10,000 annually minimum commitment",must be a registered charity or community group; specific items for individuals in need,open,,"Grants cover ongoing running costs, project, capital and promotional costs; must align with fund themes",Not Eligible,"[Score: 5] ✓ Registered charities eligible | ✓ Beneficiary alignment: age groups: young people, adults | ✓ Applications open | ✗ Geographic mismatch: oxfordshire | ✗ Charities may be excluded - review carefully",15.0,15.0,2025-10-13 10:25:45,,www.oxfordshire.org
https://www.pearsfoundation.org.uk,www.pearsfoundation.org.uk,UK-based organisations currently in receipt of Pears Foundation funding,UK,children; families; groups facing barriers to society; those with special needs or a disability,unrestricted grants or funding for essential costs such as staff posts,invitation-only foundation,open,,Core funding is provided whenever appropriate,Low Match,"[Score: 25] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, families | ✓ Applications open | ⚠ Applicant type unclear - may need verification | ⚠ Restrictions apply: invitation-only foundation...",15.0,15.0,2025-10-13 10:56:16,,www.pearsfoundation.org.uk
https://www.peopleshealthtrust.org.uk,www.peopleshealthtrust.org.uk,Voluntary sector (non-profit) organisations that are constituted or registered in Great Britain,"Great Britain, specifically six regions of England and all of Scotland",communities experiencing health inequalities; people experiencing financial and social disadvantage; marginalised and discriminated groups; young people aged 16-24 experiencing mental health problems,"£20,000 - £40,000",Organisations with annual incomes higher than £1 million are unlikely to be funded; Partnerships must have a lead partner and cannot outsource the whole delivery,open,February/March 2024,Organisations must demonstrate a clear track record in supporting access to natural spaces and/or providing mental health support,Highly Eligible,"[Score: 75] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: young people; general health/care | ✓ Funding size appropriate: £20,000 - £40,000 | ✓ Applications open | ⏰ Deadline: February/March 2024 | ⚠ Restrictions apply: organisations with annual incomes higher than £1 million are unlikely to be funded; partnerships mus...",15.0,15.0,2025-10-13 10:16:17,,www.peopleshealthtrust.org.uk
https://www.peterharrisonfoundation.org,www.peterharrisonfoundation.org,,"Surrey, South East England, Nationwide",children and young people with disabilities; disabled and disadvantaged young people; individuals with significant disadvantages,"up to £5,000",applications are by invitation only; no applications accepted for Trustees' discretionary grants,closed,1 April 2025,Only organisations invited to apply are eligible; the Foundation prioritises high-impact projects.,Not Eligible,"[Score: 5] ✓ Regional match (South East/London) | ✓ Beneficiary alignment: age groups: children, young people | ✓ Funding size appropriate: up to £5,000 | ✗ Applications CLOSED | ⚠ Restrictions apply: applications are by invitation only; no applications accepted for trustees' discretionary grants...",15.0,15.0,2025-10-13 14:24:34,,www.peterharrisonfoundation.org
http://www.peterstebbingsmemorialcharity.org/,www.peterstebbingsmemorialcharity.org,registered charities,"London, Sub-Saharan Africa",medical research and care; mental health/counselling; offender support; vulnerable families; women and children,"£1,000 - £10,000; larger grants may be spread over one to three years",individuals; large national or international charities; animal welfare; publications and journals; general appeals; charities whose beneficiaries are restricted to particular faiths; educational institutions unless for a particular project; arts organisations unless there is a strong social welfare focus,open,at least four weeks in advance of any trustees' meeting,must have one year's audited accounts to apply,Highly Eligible,"[Score: 85] ✓ Registered charities eligible | ✓ Regional match (South East/London) | ✓ Beneficiary alignment: age groups: children, families; services: counselling, care | ✓ Funding size appropriate: £1,000 - £10,000; larger grants may be spread over one to three years | ✓ Applications open | ⏰ Deadline: at least four weeks in advance of any trustees' meeting | ⚠ Restrictions apply: individuals; large national or international charities; animal welfare; publications and journals; g...",12.0,13.0,2025-10-14 10:36:41,,www.peterstebbingsmemorialcharity.org
https://www.phf.org.uk,www.phf.org.uk,not-for-profit organisations; local Indian NGOs,"UK, India",teachers; young people (14–25); migrant communities; vulnerable communities; Dalit communities; disabled people; families living in extreme poverty; tribal communities; women,"Teacher Development Fund: Up to £165,000; Migration Fund: Up to £60,000 per year (3 to 4 years); up to £50,000 per year (5 years); Youth Fund: Up to £150,000; Arts-based Learning Fund: £30,000 to £300,000; Arts Fund: £90,000 to £300,000; Ideas and Pioneers Fund: £20,000; India Fund: ₹10,00,000 से ₹40,00,000",non-Indian organisations; political or religious institutions; service delivery not linked to strategic approach; academic research without action link; work focused solely on bringing communities together,open,12 November 2025; Rolling application cycle,Applications assessed biannually in March & October; must have FCRA registration for India Fund; organisations must be led by people most impacted by systemic inequity.,Possibly Eligible,"[Score: 40] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: young people, families | ✓ Funding size appropriate: teacher development fund: up to £165,000; migration fund: up to £60,000 per year (3 to 4 years); up to £50,000 per year (5 years); youth fund: up to £150,000; arts-based learning fund: £30,000 to £300,000; arts fund: £90,000 to £300,000; ideas and pioneers fund: £20,000; india fund: ₹10,00,000 से ₹40,00,000 | ✓ Applications open | ⏰ Deadline: 12 November 2025; Rolling application cycle | ⚠ Applicant type unclear - may need verification | ⚠ Restrictions apply: non-indian organisations; political or religious institutions; service delivery not linked to strate...",15.0,15.0,2025-10-13 11:13:54,,www.phf.org.uk
https://www.potterfoundation.com,www.potterfoundation.com,registered charities; educational institutions,UK,education; civil society; human rights; governance,,individuals; community Interest Companies; retrospective costs; Full Economic Costs for universities; political organisations; clinical trials; religious organisations that work only for the benefit of members of their own religion; non-profit companies; capital works; building or rebuilding schools; individual schools or school projects; school equipment; scaling up projects; bursaries for individual school children / undergraduate education; civic education / citizenship education programmes,unclear,,Applications are strictly by invitation only.,Low Match,[Score: 15] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ⚠ Beneficiary focus unclear: education; civil society; human rights; governance | ⚠ Application status unclear: unclear | ✗✗ CRITICAL: Core activities may be excluded - clinical,14.0,15.0,2025-10-13 11:32:43,,www.potterfoundation.com
https://www.quartetcf.org.uk,www.quartetcf.org.uk,Community/Voluntary Group; Registered Charity; Community Interest Company (CIC); Town Councils; Parish Councils; Community Benefit Societies,"West of England (Bristol, Bath and North East Somerset, North Somerset, South Gloucestershire)",Local residents; People living in poverty/disadvantage; People living with learning disabilities; Families/parents; Carers; People living with physical or sensory disabilities; Refugees/asylum seekers/vulnerable migrants; Victims or survivors of crime/violence/abuse; People living with mental health problems; People living in urban areas; People who self-identify as LGBTQ+,"£500 - £50,000","Sports projects with no community or charitable element; Privately owned and profit distributing companies; To cover costs incurred before a grant can be awarded; To solely/primarily support animal welfare; Arts projects with no community or charitable element; Where the government and other public bodies currently have a statutory responsibility to provide the service; Medical research, equipment or treatment; Groups or activities that are giving support to a political party; Where it is intended to influence people’s religious choices",open,,The group or organisation receiving a grant must be not-for-profit and have charitable aims.,Possibly Eligible,[Score: 45] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: families; services: care | ✓ Applications open | ✗✗ CRITICAL: Core activities may be excluded - medical,15.0,15.0,2025-10-13 09:32:18,,www.quartetcf.org.uk
http://www.raynefoundation.org.uk/,www.raynefoundation.org.uk,voluntary; statutory; not-for-profit; for-profit,UK,children and young people; refugees and asylum seekers; people in later life and their carers,"£10,000 - £30,000 per year","Outside of our funding priority areas; Don’t meet our funding criteria; For day-to-day running costs of local organisations or buildings; For capital, equipment or vehicle appeal; For medical research; Exclusively focussed on campaigning and lobbying work; For retrospective funding; For endowments; For individual use; From organisations working or based outside the UK; From organisations who have applied and been rejected in the past 12 months",closed,,Expressions of Interest for the Where People Meet programme are currently closed.,Low Match,"[Score: 10] ✓ Registered charities eligible | ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: children, young people; services: care | ✓ Funding size appropriate: £10,000 - £30,000 per year | ✗ Applications CLOSED | ✗✗ CRITICAL: Core activities may be excluded - medical",15.0,15.0,2025-10-13 10:41:47,,www.raynefoundation.org.uk
https://www.richmondfoundation.org.uk,www.richmondfoundation.org.uk,organisations; partnerships; individuals,London Borough of Richmond upon Thames,disadvantaged children and young people; low-income adults; people facing inequalities,Gateway: Usually £15k or less; Project: Up to £90k over three years; Core: from £30k to £180k over three years,"applications that do not support people living in benefit area postcodes: TW9, TW10, SW13, SW14; organisations that are not registered charities, community interest companies, schools or other properly constituted not for profit organisations; anything that is the primary responsibility of a statutory body; medical research, animal welfare, and projects of a political nature; major capital appeals; activities that promote the practice of religion or specific belief systems; improvements to buildings mainly used for worship or other religious activities; retrospective funding; general charitable appeals",open,,Organisations must have a track record of successfully delivering grants for two years or more; applicants must demonstrate an inability to afford the full cost of the course or related expenses.,Low Match,"[Score: 25] ✓ Regional match (South East/London) | ✓ Beneficiary alignment: age groups: children, young people, adults | ✓ Funding size appropriate: gateway: usually £15k or less; project: up to £90k over three years; core: from £30k to £180k over three years | ✓ Applications open | ⚠ Applicant type unclear - may need verification | ✗✗ CRITICAL: Core activities may be excluded - medical",14.0,15.0,2025-10-13 16:03:31,,www.richmondfoundation.org.uk
https://www.rothschildfoundation.org.uk,www.rothschildfoundation.org.uk,not-for-profit organisations; charitable organisations; groups; societies; sports clubs,Buckinghamshire,"communities in Buckinghamshire; people with literacy, language, vision or other needs; those addressing disadvantage and inequality","Access Support Fund: £300; Schools Access Fund: up to £1,000; Community Fund: up to £30,000 over three years; Strategic Fund: up to £300,000 over three years; Green Fund: up to £10,000",for-profit organisations; businesses; individuals seeking bursaries or scholarships; reimbursement of costs for activity that has already taken place; promotion of religion; overseas travel; animal welfare; campaigns; uniformed groups,open,"27th January, 18th April, 27th August, 18th November for applications under £30,000; 31st March, 1st September for applications over £30,000","Organisations must provide a governing document, management accounts, and various policies depending on the grant amount. Only one grant from the Community Fund can be held at a time.",Not Eligible,"[Score: 5] ✓ Registered charities eligible | ✓ Applications open | ⏰ Deadline: 27th January, 18th April, 27th August, 18th November for applications under £30,000; 31st March, 1st September for applications over £30,000 | ✗ Geographic mismatch: buckinghamshire | ⚠ Beneficiary focus unclear: communities in buckinghamshire; people with literacy, language, vision or other needs; those address | ⚠ Restrictions apply: for-profit organisations; businesses; individuals seeking bursaries or scholarships; reimbursement o...",15.0,15.0,2025-10-13 15:34:31,,www.rothschildfoundation.org.uk
https://www.samworthfoundation.org.uk,www.samworthfoundation.org.uk,organisations from any part of the UK; organisations who work internationally,UK and internationally,people; environment,"£86,000 - £300,000; Average grant size: £73,000",organisations do not have to be registered charities to apply; grants are to be used only for the purposes outlined by the organisation in the grant application,unclear,,Most grants are for two or three years; no specific timelines for application completion; grants are paid via bank transfer; evaluation is undertaken through regular monitoring and annual reports.,Low Match,"[Score: 20] ✓ UK/England-wide funding (includes Kent) | ✓ Funding size appropriate: £86,000 - £300,000; average grant size: £73,000 | ⚠ Applicant type unclear - may need verification | ⚠ Beneficiary focus unclear: people; environment | ⚠ Application status unclear: unclear | ⚠ Restrictions apply: organisations do not have to be registered charities to apply; grants are to be used only for the pu...",15.0,15.0,2025-10-13 12:31:19,,www.samworthfoundation.org.uk
https://www.sfct.org.uk,www.sfct.org.uk,,,,"Scholarships of up to £2,000 per student, per annum and Awards of £500 per student, per annum",We do not fund or sponsor individuals or events; Unsolicited applications are unlikely to be successful; Applications for funding are generally invited by the Trustees or initiated at their request,closed,,Applicants must be Croatian students wishing to pursue higher education; Priority is given to postgraduate students; undergraduate students are unlikely to be considered for an award,Not Eligible,[Score: -50] ✗ Applications CLOSED | ⚠ Restrictions apply: we do not fund or sponsor individuals or events; unsolicited applications are unlikely to be success...,15.0,15.0,2025-10-13 14:00:55,,www.sfct.org.uk
https://www.sharegift.org,www.sharegift.org,,UK,UK registered charities,"£10,000 and more",ShareGift does not accept applications from charities seeking funding,open,,,Possibly Eligible,"[Score: 40] ✓ UK/England-wide funding (includes Kent) | ✓ Funding size appropriate: £10,000 and more | ✓ Applications open | ⚠ Beneficiary focus unclear: uk registered charities | ⚠ Restrictions apply: sharegift does not accept applications from charities seeking funding...",15.0,15.0,2025-10-13 14:28:03,,www.sharegift.org
https://www.shearsfoundation.org,www.shearsfoundation.org,charitable organisations,Tyne & Wear and Northumberland; Harrogate District; The City of York; The City of Bradford; Greater Manchester,"development of culture and the arts; educational opportunities for adults and/or children; protection, preservation or enhancement of the natural environment; creating stronger/better/more sustainable communities; promoting health and medicine with an emphasis on research or education","£3,000 - £6,000",applications from Hospices; capital projects,open,31st May; 31st August; 30th November; 28th February,"organisations with income below £1.5M (from 1st March 2024, does not apply to core groups); prior telephone or Zoom call required before application",Low Match,"[Score: 15] ✓ Registered charities eligible | ✓ Beneficiary alignment: age groups: children, adults; general health/care | ✓ Funding size appropriate: £3,000 - £6,000 | ✓ Applications open | ⏰ Deadline: 31st May; 31st August; 30th November; 28th February | ✗ Geographic mismatch: tyne & wear and northumberland; harrogate district; the city of york; the city of bradford; greater manchester | ✗✗ CRITICAL: Core activities may be excluded - hospice, hospices",14.0,15.0,2025-10-13 16:09:45,,www.shearsfoundation.org
https://www.sussexgiving.org.uk,www.sussexgiving.org.uk,,Sussex,health; environment; employment; social isolation,£30 million given in grants,,open,,Empower communities by making grants that address specific needs.,Low Match,[Score: 10] ✓ Beneficiary alignment: general health/care | ✓ Applications open | ✗ Geographic mismatch: sussex | ⚠ Large grants only (£500k+) - may be competitive: £30 million given in grants,1.0,9.0,2025-10-13 09:48:23,,www.sussexgiving.org.uk
https://www.synconaltd.com/the-foundation/,www.synconaltd.com,,UK,patients; families,£75 million - £290 million,,unclear,,Focus on life science companies and transformational treatments.,Eligible,[Score: 50] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: age groups: families; general health/care | ⚠ Large grants only (£500k+) - may be competitive: £75 million - £290 million | ⚠ Application status unclear: unclear,15.0,15.0,2025-10-14 11:46:32,,www.synconaltd.com_the-foundation
https://www.talbotvillagetrust.org,www.talbotvillagetrust.org,charities; faith-based groups; schools; universities; non-profits; registered charities; constituted community/voluntary organisations; associations; state schools; industrial and provident societies; community interest companies; limited by guarantee and/or social enterprises,South East Dorset,people living in Bournemouth; Christchurch; Poole; Purbeck; East Dorset,"Small Grants Programme: Up to £5,000; Capital Programme: Requests of £10,000 or more","Animal welfare organisations unless for assistance therapy; One-off events with limited longer-term benefit; Applications made by individuals, except in exceptional circumstances; Where the application is to repay a loan or previous commitment; Retrospective funding; Religious activities from faith-based organisations unless for repairs benefiting the wider community; Projects for items/refurbishment which are the responsibility of the applicant’s landlord; Swimming pools unless for specific therapeutic reasons; To fund research or research infrastructure including medical research; To fund facilities outside of the Area of Benefit",closed,31st August 2025 11:59pm,Organisations must demonstrate their charitable purposes and either be located or deliver service within the area of benefit.,Not Eligible,"[Score: -5] ✓ Registered charities eligible | ✓ Regional match (South East/London) | ✓ Funding size appropriate: small grants programme: up to £5,000; capital programme: requests of £10,000 or more | ⚠ Beneficiary focus unclear: people living in bournemouth; christchurch; poole; purbeck; east dorset | ✗ Applications CLOSED | ✗✗ CRITICAL: Core activities may be excluded - medical",15.0,15.0,2025-10-14 09:06:49,,www.talbotvillagetrust.org
https://www.tallowchandlers.org/education-charity/charities-grants,www.tallowchandlers.org,charities; educational establishments; organisations,London,young disadvantaged people; students; pupils,one-off or three-year donation,,open,,"Guidance on the giving criteria, deadlines for submission of appeals and other appeal information can be found via the link provided.",Eligible,[Score: 60] ✓ Registered charities eligible | ✓ Regional match (South East/London) | ✓ Applications open | ⚠ Beneficiary focus unclear: young disadvantaged people; students; pupils,6.0,15.0,2025-10-14 11:52:13,,www.tallowchandlers.org_education-charity_charities-grants
https://www.teachingstafftrust.org.uk,www.teachingstafftrust.org.uk,Teachers; Lunch Supervisors; Nursery Workers; Teaching Assistants; Retired school workers,UK,,,Must have worked in education of under 19s for at least five years; New applications are frozen until 1st September,closed,1st September,Proof of eligible employment and financial position required; medical evidence may be needed for illness or disabilities,Not Eligible,[Score: -30] ✓ UK/England-wide funding (includes Kent) | ✓ Beneficiary alignment: general health/care | ⚠ Applicant type unclear - may need verification | ✗ Applications CLOSED | ⚠ Restrictions apply: must have worked in education of under 19s for at least five years; new applications are frozen unti...,15.0,15.0,2025-10-13 16:32:14,,www.teachingstafftrust.org.uk
