fund_url,fund_name,applicant_types,geographic_scope,beneficiary_focus,funding_range,restrictions,application_status,deadline,notes,eligibility,evidence,pages_scraped,visited_urls_count,extraction_timestamp,error,source_folder
https://www.imperialcharity.org.uk,www.imperialcharity.org.uk,Imperial College Healthcare NHS Trust staff; Hospital departments; Internal NHS Trust applicants,"Imperial College Healthcare NHS Trust hospitals (London, UK)",Patients and families at Imperial College Healthcare NHS Trust hospitals; NHS staff; Hospital-based projects,Not stated,Funding is only available for projects benefiting Imperial College Healthcare NHS Trust hospitals and their patients/staff; External charities or hospices not affiliated with the Trust are not eligible,rolling,Not stated,"All funding streams and special purpose funds are restricted to projects, staff, and patients within Imperial College Healthcare NHS Trust hospitals. No indication of external grantmaking to independent charities or hospices.",Not Eligible,"All funding programmes (emergency grants, research fellowships, innovation funding, special purpose funds) are explicitly for the benefit of Imperial College Healthcare NHS Trust hospitals, their staff, and their patients. There is no mention of external grantmaking to independent charities or hospices. The application process is directed at NHS staff and internal hospital projects. Geographic scope is limited to the Trust's hospitals in London, not Kent. Therefore, ellenor Hospice, as an independent hospice in Kent, is not eligible.",13,13,15/10/2025 12:42,,www.imperialcharity.org.uk
https://www.jact.org,www.jact.org,Registered charities; Hospices; Healthcare organisations,UK,"Children; Young people; Parents; People in need of palliative care; People with mental health conditions; Former offenders; General public (via arts, education, etc.)",Not stated,Does not accept unsolicited proposals,closed,,"ellenor Hospice fits the Trust’s medical care and hospice funding priorities, but cannot apply directly due to the 'no unsolicited proposals' policy.",Not Eligible,"The John Armitage Charitable Trust explicitly funds hospices and palliative care under its 'Medical Care' priority, and has previously funded several hospices. The Trust’s geographic scope is UK-wide and its focus includes children, young people, and people in need of palliative care, all of which match ellenor Hospice’s profile. However, the Trust 'does not accept unsolicited proposals,' as stated on both the main and contact pages. This restriction means ellenor Hospice cannot apply unless specifically invited, making it Not Eligible at this time.",5,5,15/10/2025 12:42,,www.jact.org
https://www.jamestudor.org.uk,www.jamestudor.org.uk,UK registered charities; Independent adult and children’s hospices (for Hospice Care programme only); Charities providing direct healthcare services (Physical Health programme); Charities providing mental health support (Mental Health programme),UK (with Hospice Care programme restricted to South West England and South Wales),"Physical health charities; Mental health charities; Adult and children’s hospices; People with life-limiting or degenerative conditions; Children, young people, adults, families; Bereaved people","Not explicitly stated; historic grants suggest typical range £1,000 - £50,000","Hospice Care programme only funds hospices in South West England and South Wales; Physical Health and Mental Health programmes exclude hospices (hospices must apply under Hospice Care programme); No funding for pilot projects/services by charities not previously supported; No capital projects; No international service delivery (except at trustees’ discretion, and not open to application); Annual income must be under £20m; Charity must have at least 5 years’ audited or independently examined accounts; No funding for complementary therapies, general health and wellbeing charities, or certain excluded conditions (see exclusions list)",seasonal,15/08/2025 (for December 2025 Board meeting); 05/11/2025 (for March 2026 Board meeting),"ellenor Hospice is based in Kent, which is outside the eligible area for the Hospice Care programme (restricted to South West England and South Wales). Hospices are explicitly excluded from the Physical Health and Mental Health programmes and are directed to apply only under the Hospice Care programme.",Not Eligible,"The James Tudor Foundation’s Hospice Care programme is geographically restricted to South West England and South Wales. ellenor Hospice is located in Kent, which is not within these regions. The Foundation’s Physical Health and Mental Health programmes explicitly exclude hospices, stating: 'You are a hospice (hospices can only apply for our Hospice Care programme)'. Therefore, ellenor Hospice is not eligible to apply under any current James Tudor Foundation funding programme. This is a direct and explicit exclusion based on both applicant type and geographic location.",15,15,15/10/2025 12:42,,www.jamestudor.org.uk
https://www.jlf.org.uk,www.jlf.org.uk,Registered charities; Community Interest Companies; Companies with a clear social purpose,UK,Disadvantaged young people; Children and young people (primarily 16-25); Young people experiencing loss or disadvantage; Young people with health conditions or disabilities; Family carers (in some cases),"Up to £25,000 per year (with occasional top-up funding <£5,000); previous grants up to £30,000",Must be committed to supporting disadvantaged young people; Must have robust safeguarding; Must have up-to-date accounts and reporting; Unsolicited applications not accepted; invitation only; Primarily for organisations supporting young people,closed,N/A (applications by invitation only),"Funding is only available to organisations invited by the Foundation after proactive engagement; focus is on disadvantaged young people, not general palliative care or adult services.",Low Match,"1. The Joseph Levy Foundation only funds organisations that are invited to apply after proactive engagement; unsolicited applications are not accepted ('we do not accept unsolicited applications. We meet and get to know excellent organisations and individuals first, and we invite applications from those that align best with our strategy'). 2. The core eligibility is for organisations 'committed to supporting disadvantaged young people' and the Foundation's mission, priorities, and awarded grants all focus on young people, especially those aged 16-25, experiencing disadvantage, loss, or health conditions. 3. While ellenor Hospice provides some services to children and young people, its primary remit is palliative and end-of-life care for all ages, and its main beneficiary group is broader than the Foundation's focus. 4. The Foundation is based in the UK and funds UK-based organisations, which matches ellenor's location. 5. Funding amounts are suitable, but the invitation-only process and the specific focus on disadvantaged young people (not general hospice or palliative care) make ellenor a low match unless it has a specific, youth-focused project and is proactively approached by JLF. 6. No explicit exclusion of hospices, but the focus and process make eligibility unlikely without invitation and a strong youth focus.",7,7,15/10/2025 12:42,,www.jlf.org.uk
https://julesthorntrust.org.uk,www.julesthorntrust.org.uk,UK-registered charities; NHS organisations; Universities,United Kingdom,people with serious long-term or life-limiting conditions; people living with physical or mental ill health; people with disabilities; families and carers; palliative care patients; hospice patients,"Varies by programme: Ann Rylands Small Donations (modest, e.g. £1,000+), Capital Funding for Health and Care (£100,000 - £449,000+), Research Infrastructure Fund (£150,000 - £500,000), Sir Jules Thorn Award for Biomedical Research (up to £1.7 million)","No funding for overseas organisations or projects; No funding for religious, faith-based, or belief organisations; No funding for organisations that have received capital funding from the Trust within the last two years or hold an active capital grant; Research Infrastructure Fund: capital costs only, no staff costs, and must be for translational research; Only one application per organisation per round for each fund","varies by programme (some open, some closed, some with future deadlines)","Ann Rylands Small Donations: not specified (likely rolling); Research Infrastructure Fund: closed, reopens end of 2025; Sir Jules Thorn Award: 15 December 2025 (preliminary applications); Capital Funding for Health and Care: not specified","Hospices are explicitly referenced as previous recipients (e.g., Treetops Hospice Trust, Keech Hospice Care, St Luke’s Hospice Plymouth). Funding is competitive. Some funds require partnership with NHS/universities for research. Ann Rylands Small Donations is for smaller charities; ellenor's income may exceed this threshold. Capital and research funds require strong research or innovation focus.",Highly Eligible,"1. The Trust explicitly funds UK-registered charities, including hospices and palliative care organisations, as shown by multiple hospice grantees (e.g., Treetops Hospice Trust, Keech Hospice Care, St Luke’s Hospice Plymouth). 2. Geographic scope is UK-wide, including Kent. 3. Beneficiary focus matches ellenor Hospice’s work: people with life-limiting conditions, palliative care, families, and carers. 4. Funding amounts are suitable for a range of projects, from small donations to large capital/research grants. 5. No restrictions exclude hospices or healthcare charities; explicit exclusions are for overseas, religious, or recently funded organisations. 6. Application status varies by programme, but at least one (Ann Rylands Small Donations) appears rolling/regular, and others have future deadlines. 7. Evidence from previous awards and testimonials confirms hospices are welcomed and have been funded for both care and innovation projects. 8. The only minor concern is that Ann Rylands Small Donations may be aimed at smaller charities, but ellenor is eligible for larger capital or innovation funds. Overall, ellenor Hospice is highly eligible and should consider applying to the most appropriate programme based on project type and size.",15,15,15/10/2025 12:42,,www.julesthorntrust.org.uk
https://landaid.org,www.landaid.org,Charity; Community Interest Company (CIC); Charitable Incorporated Organisation (CIO); Other not-for-profit organisation,UK (including Kent and South East England),"Young people aged 16-25 who are homeless, have experienced homelessness, or are at risk of homelessness","Not explicitly stated; examples of past grants range from £10,000 to £150,000+",Projects must specifically support young people aged 16-25 experiencing or at risk of homelessness; Funding can only cover projects (or parts of projects) which specifically support this age-group; No retrospective funding; No funding for projects that are the duty of statutory funders; No unrestricted grants towards running costs (only project-related management costs); Must not have free reserves far in excess of reserves policy without valid reason,rolling,"Not specified; applications accepted on a rolling basis, but specific grant rounds may vary",ellenor Hospice would only be eligible if applying for a project that directly creates/accommodates bedspaces or provides employability support for young people aged 16-25 who are homeless or at risk of homelessness. General hospice or palliative care projects are not eligible. Partnership applications are welcome.,Not Eligible,"LandAid's core grant programmes are strictly focused on supporting young people aged 16-25 who are homeless, have experienced homelessness, or are at risk of homelessness. Eligible applicants must deliver projects that create bedspaces or provide employability support specifically for this age group. ellenor Hospice's primary activities are palliative and end-of-life care for all ages, not specifically for homeless young people aged 16-25. There is no indication that ellenor delivers projects that create accommodation for this group or provides employability support to them. Restrictions explicitly state that funding can only cover projects (or parts of projects) which specifically support this age-group and purpose. Therefore, ellenor Hospice is not eligible for LandAid's main funding streams unless it develops a project directly aligned with these criteria.",15,15,15/10/2025 12:43,,www.landaid.org
https://lankellychase.org.uk,www.lankellychase.org.uk,people; organisations; networks,UK,people subject to marginalisation; people experiencing mental distress; people experiencing violence; people experiencing destitution,"Not stated (example past grants: £1,500 – £3,000 for small grants; larger investments possible)","Focus on systemic change, not traditional charity/service delivery; Emphasis on justice, not charity; Preference for work that questions, dismantles, heals, or transforms systems",unclear,Not stated,"Funding is for work that addresses systemic issues leading to marginalisation, mental distress, violence, or destitution. Traditional service delivery or charity models may not align with their priorities. Emphasis on mutual learning and systemic change.",Possibly Eligible,"Lankelly Chase funds UK-based organisations, networks, and individuals working to 'reveal, question and dismantle or heal, reimagine and transform systems,' with a focus on those addressing mental distress, violence, and destitution among marginalised groups. While ellenor Hospice is a UK charity working with vulnerable people, its core activities are palliative and end-of-life care, which may not align with the foundation's emphasis on systemic change over direct service delivery. There is no explicit exclusion of hospices, but the foundation's language ('justice, not charity') and examples suggest a preference for projects that address root causes and systemic transformation rather than ongoing care provision. Application process and funding range are not clearly stated, and there is no open call for traditional grants. Therefore, ellenor Hospice may be eligible if proposing a project focused on systemic change in palliative care or addressing structural barriers for their beneficiaries, but general hospice activities are unlikely to be a strong fit.",6,6,15/10/2025 12:43,,www.lankellychase.org.uk
https://linburytrust.org.uk,www.linburytrust.org.uk,charities; charitable organisations,UK,"older people with complex health needs; people experiencing disadvantage and inequality; people experiencing isolation; refugees and asylum seekers; general public (wellbeing, life opportunity); people with health conditions (e.g., Parkinson’s)",Not stated (varies by project; recent grants include a range of project types and sizes),Does not accept unsolicited enquiries or applications; Rarely supports substantive building or capital projects; Rarely supports arts activity that is performance only,closed,,Funding is by invitation only; the Trust identifies and invites organisations to apply. No open application process.,Not Eligible,"The Linbury Trust funds UK charities and charitable organisations, including those supporting health, wellbeing, and older people with complex health needs, which aligns with ellenor Hospice’s work. The geographic scope (UK) and beneficiary focus are a good match. However, the Trust 'does not accept unsolicited enquiries or applications' and only invites applications from organisations it identifies through its own research and partnerships. There is no open or rolling application process, and no way for ellenor Hospice to proactively apply. This explicit restriction on application method makes ellenor Hospice not eligible at this time, despite otherwise strong alignment.",15,15,15/10/2025 12:43,,www.linburytrust.org.uk
https://www.lloydsbankfoundation.org.uk,www.lloydsbankfoundation.org.uk,small charities; local charities; registered charities; charities and CIOs; community interest companies (CICs) (for some programmes),England and Wales (including Kent and South East),people facing complex issues; disadvantaged people; vulnerable people; people experiencing poverty; people with barriers to community participation; children; adults; families; bereaved people,"Varies by programme; recent closed grants £30,000 - £150,000 (National Influencing), £75,000 (Specialist, Racial Equity, Deaf and Disabled People's Orgs), £100,000 (Local Collaborations)","Most programmes restricted to small charities (often with income between £25,000 and £500,000); Some programmes only for charities led by and for specific communities (e.g., racial equity, disabled people); Programmes currently closed; no open funding rounds at present",closed,,"ellenor Hospice exceeds the typical income threshold for most Lloyds Bank Foundation programmes (usually capped at £500,000 annual income). No open funding rounds for which ellenor would be eligible. Some support programmes are for existing grantees only.",Not Eligible,"1. Lloyds Bank Foundation's main funding programmes are currently closed, with no open application rounds. 2. The 'Specialist' and other recent programmes specify an annual income cap of £500,000, while ellenor Hospice's income is £8.2M, far above this threshold. 3. The Foundation focuses on 'small and local charities' and explicitly states its policy is to back 'underfunded voluntary organisations.' 4. No evidence of open or rolling funding for larger charities or hospices of ellenor's scale. 5. While the geographic scope and beneficiary focus are a strong match, the income restriction and closed status are explicit barriers. 6. Therefore, ellenor Hospice is not eligible for current Lloyds Bank Foundation funding opportunities.",15,15,15/10/2025 12:44,,www.lloydsbankfoundation.org.uk
https://www.llrcommunityfoundation.org.uk,www.llrcommunityfoundation.org.uk,not-for-profit organisations; social enterprises; local branches of national charities,"Leicester, Leicestershire, and Rutland",local community; health (physical and mental); poverty and disadvantage; stronger communities; children; elderly; people affected by illness,"up to £3,000 (Making Local Life Better Fund); other funds may vary","Applicants must be working in Leicester, Leicestershire, or Rutland; National charities must have a local branch with local bank account, finances, and delivery; Each fund may have additional specific criteria",closed,"Making Local Life Better Fund reopens 20th October, 9am; other funds may have different dates","Applicants must have at least 3 independent trustees, a written constitution, local bank account, accounts or forecasts, and relevant policies. National charities must demonstrate local delivery and fundraising.",Not Eligible,"ellenor Hospice is a registered UK charity providing palliative and end-of-life care, which aligns with the beneficiary focus and applicant type requirements. However, the geographic scope is strictly limited to Leicester, Leicestershire, and Rutland. ellenor Hospice is based in Kent and serves Dartford, Gravesham, Swanley, and Bexley, which are outside the eligible area. The application process explicitly states: 'To apply for a grant from Leicestershire and Rutland Community Foundation, as a minimum you must be a not-for-profit organisation or social enterprise working in Leicester, Leicestershire and/or Rutland.' National charities must have a local branch with local finances and delivery, which ellenor does not have in the eligible area. Therefore, ellenor Hospice is not eligible for funding from this foundation.",15,15,15/10/2025 12:44,,www.llrcommunityfoundation.org.uk
,www.londoncatalyst.org.uk,charities; organisations improving health of Londoners,London (all London boroughs),people living in London; people experiencing poverty; socially isolated people; health improvement,"not stated (average project grant size, annual grants budget £300,000-£350,000)",must benefit Londoners; expectation to pay London Living Wage; Partners for Health Programme paused for 2025,open,not stated,Projects must directly benefit people living in London; grants are not available for work outside London. Partners for Health Programme is paused.,Not Eligible,"ellenor Hospice is based in Gravesend, Kent, and serves Dartford, Gravesham, Swanley, and Bexley, but not London boroughs. London Catalyst's funding is explicitly for organisations improving the health of Londoners and covers all London boroughs only. The eligibility criteria require that projects directly benefit people living in London, and there is no indication that work outside London is supported. Therefore, ellenor Hospice does not meet the geographic eligibility requirement.",1,1,15/10/2025 12:44,,www.londoncatalyst.org.uk
https://www.londonmarathonfoundation.org,www.londonmarathonfoundation.org,charities; community groups; schools (with community access); faith-based organisations (with community benefit),London (32 boroughs and City of London only),least active children; young people; underserved groups; marginalised communities; people with disabilities; LGBTQ+ communities; families (if project is community-accessible),"£10,000 - £80,000 (occasionally more for exceptional capital projects)","Projects must be located in London (not Kent or other areas outside the 32 London boroughs and City of London); Projects must improve spaces/facilities for physical activity and be accessible to the wider community; No funding for individuals or for-profit organisations; No funding for vehicles; No continuous funding for projects already funded by the Active Spaces Fund; School projects must be accessible to the wider community, not just pupils/families/teachers",open,"11 December 2025; 25 March 2026; 8 July 2026; 23 September 2026 (for requests under £100,000)","Applicants must submit an Expression of Interest (EOI) at any time; if successful, invited to full application. Partnership funding required for capital projects. Projects must demonstrate community need and long-term impact. Only one application/project at a time if also applying to Go! London.",Not Eligible,"The Active Spaces Fund is explicitly 'only open to organisations supporting communities in the 32 London boroughs and City of London.' ellenor Hospice is based in Gravesend, Kent, and serves Dartford, Gravesham, Swanley, and Bexley. While Bexley is a London borough, ellenor's primary location and service area are outside the eligible geographic scope. The fund does not support projects outside London, and the FAQs state: 'No – the Active Spaces Fund is only open to organisations supporting communities in the 32 London boroughs and City of London.' Therefore, ellenor Hospice is not eligible unless it can demonstrate a project physically located in and primarily serving a London borough community, which is not indicated in its profile.",15,15,15/10/2025 12:44,,www.londonmarathonfoundation.org
https://longleigh.org,www.longleigh.org,charitable organisations; academic institutions; think tanks; consultancies; independent researchers,England (focus on social housing residents and communities across England; some funds UK-wide but main project/research grants are England-focused),social housing residents; communities in social housing; wellbeing; financial resilience; community strengthening,"Not stated for project/research grants; example community fund up to £5,000; research grants specify project budget in each call","Project and research grants must focus on social housing residents/communities; Individual grants only for Stonewater residents; No open research/project calls at present; No explicit exclusion of hospices, but focus is not on health/palliative care unless directly linked to social housing",closed,No open calls; check back for updates,Project and research grants are only available when a specific call is open. All projects must directly benefit social housing residents/communities. No evidence of regular/rolling open funding for health or hospice organisations unless the project is directly related to social housing issues.,Low Match,"ellenor Hospice is a registered charity providing palliative and end-of-life care in Kent, but Longleigh Foundation's project and research grants are only open during specific calls and are focused on initiatives that benefit social housing residents and communities. The foundation's main funding streams (project/research grants) require a direct link to social housing, and there are currently no open calls. While charitable organisations are eligible in principle, there is no indication that hospices or palliative care projects not directly tied to social housing would be prioritised or eligible. Individual grants are strictly for Stonewater residents. The only open example of a community fund was geographically restricted to the Black Country and focused on hate crime. Therefore, ellenor Hospice is a low match unless it can demonstrate a project directly benefiting social housing residents in line with Longleigh's priorities, and only when a relevant call is open.",15,15,15/10/2025 12:44,,www.longleigh.org
,www.mbmf.org.uk,artistic enterprises; arts-related activities; individual artists,"Unclear, but trustees and application address are UK-based (London)",artists; arts organisations; artistic projects,Not stated,"Support is for artistic enterprises, arts-related activities, and individual artists; no mention of health, hospice, or palliative care funding",unclear,Not stated,"No evidence of support for health, hospice, or palliative care organisations. Focus is exclusively on the arts and individual artists.",Not Eligible,"The Maria Bjornson Memorial Fund explicitly states it supports 'artistic enterprises, arts-related activities and individual artists.' There is no mention of funding for health, hospice, or palliative care organisations, nor for charities outside the arts sector. The beneficiary focus and applicant types are limited to the arts. Ellenor Hospice, as a palliative care charity, does not fit the stated criteria. No evidence suggests hospices or health charities are eligible.",1,1,15/10/2025 12:45,,www.mbmf.org.uk
https://mccarthystonefoundation.org,www.mccarthystonefoundation.org,Registered charities; Community groups with a constitution; Community Interest Companies (CICs) limited by guarantee (project funding only),"England, Scotland, Wales (UK, but only these nations covered)",People over 65; Older people; People experiencing loneliness or isolation; People with dementia and their carers (in dementia-specific rounds),"Up to £7,500 (core/project/dementia grants); up to £750 (festive grants); £30,000 over 3 years (rare multiyear partnerships)","Applicants must have an annual income under £250,000; Core/unrestricted funding not available to CICs; Festive and Creating Connections grants only for work with people aged 65+; Dementia-specific charities/groups only eligible in Dementia Grant Programme (not in Creating Connections round); Priority to areas of high deprivation affecting older people",seasonal,Creating Connections: 1st August 2025 - 29th August 2025; Festive Connections: 10th September 2025 - 3rd October 2025; Dementia Grant: Opens Spring 2026,"Applicants must be small organisations (income <£250k). ellenor Hospice exceeds this income threshold and is therefore ineligible for all McCarthy Stone Foundation grant programmes. Grants are for grassroots/local groups, not large charities.",Not Eligible,"The McCarthy Stone Foundation explicitly states that all grant programmes are for organisations with an annual income under £250,000. ellenor Hospice's annual income is £8.2M, which is far above this threshold. All grant guidance, including for core, project, dementia, and festive grants, reiterates this income cap. No exceptions or alternative routes for larger charities are mentioned. Therefore, ellenor Hospice is not eligible for any McCarthy Stone Foundation funding.",15,15,15/10/2025 12:45,,www.mccarthystonefoundation.org
https://mcf.org.uk,www.mcf.org.uk,Registered charities; Hospices (via Hospice UK partnership),"England, Wales, Channel Islands, Isle of Man (including Kent)",Palliative care patients; People with life-limiting conditions; Children; Young people; Families; Bereaved people; Hospice staff (for bursaries),"Project grants (amount varies annually, typically £1,000 - £20,000 via Hospice UK); Bursaries up to £1,700 for staff training",Annual grant programme themes may vary; Applications for hospice grants must be made via Hospice UK; Bursaries only for staff at Hospice UK member hospices; Medical research grants are invitation only,seasonal,Check Hospice UK website for current annual grant deadlines,ellenor Hospice must apply through the Hospice UK-administered MCF annual grant programme. Bursaries for staff require Hospice UK membership. No explicit exclusions for hospices or healthcare charities.,Highly Eligible,"1. The MCF has a 'long-standing, £600,000 per year partnership with Hospice UK, working in England, Wales, the Channel Islands and the Isle of Man', explicitly supporting hospices. 2. 'Annual grant programme on a specific theme each year which provides one-off project grants to hospices. This is administered by Hospice UK.' 3. Geographic scope includes Kent (ellenor's location) as part of England. 4. Beneficiary focus matches ellenor's services: palliative care, children, families, bereavement. 5. No restrictions exclude hospices; in fact, hospices are a named priority. 6. Funding range is suitable for hospice projects and staff development. 7. Application status is seasonal, with annual themes and deadlines set by Hospice UK. 8. Next step: ellenor Hospice should monitor the Hospice UK website for the current MCF grant round and apply according to the published theme and deadline.",15,15,15/10/2025 12:45,,www.mcf.org.uk
https://www.mercers.co.uk,www.mercers.co.uk,churches; faith-based organisations; community-based organisations; not-for-profit organisations,"London, Norfolk, Lincolnshire, County Durham, Northumberland, Tees Valley, Tyne & Wear (not Kent)",disadvantaged communities; families facing poverty; unpaid carers; refugees; homeless people; minoritised communities,"£10,000 - £120,000 (up to three years, not more than 50% of annual income per year)",Work solely focused on young people or older people is excluded; Individuals not eligible; Proposals solely for the advancement of a particular faith are excluded; General appeals or retrospective costs not funded; Organisation must pay Real Living Wage (or discuss if unable),open,not stated (EOI accepted on rolling basis),"Applicants must operate in one of the listed geographic areas. Must be community-rooted, person-centred, and promote positive mental wellbeing. Funding can cover core, project, or development costs. Capital costs only in exceptional circumstances.",Not Eligible,"ellenor Hospice is a registered charity providing palliative and end-of-life care in Kent (Gravesend, Dartford, Swanley, Bexley). The Mercers' Company Church & Communities programme is open to not-for-profit organisations, but its geographic scope is strictly limited to London, Norfolk, Lincolnshire, County Durham, Northumberland, Tees Valley, and Tyne & Wear. Kent is not included in any of the eligible areas. The funding range (£10,000-£120,000) and applicant type would otherwise be suitable, but the explicit geographic restriction excludes ellenor Hospice. There are no indications of exceptions for Kent-based organisations. Therefore, ellenor Hospice is not eligible.",15,15,15/10/2025 12:45,,www.mercers.co.uk
https://www.nesta.org.uk,www.nesta.org.uk,,,,,,Not Eligible,,"No open funding opportunities, grant programmes, or calls for applications for charities, hospices, or health/palliative care organisations are described in the provided Nesta content. The only open call (for evidence on parenting programmes) is for submission of evaluation evidence, not for funding. Other described grants are either closed, for local authorities, or for commercial ventures.",Not Eligible,"No current Nesta funding opportunity is open to applications from ellenor Hospice or similar organisations. The 'Everyone Makes Innovation Policy' programme has already selected its grantees. The 'call for evidence' on parenting programmes is not a funding opportunity but a request for evaluation data. Nesta's impact investments are for high-growth commercial ventures, not charities. No open or rolling grant schemes for health, hospice, or palliative care charities are mentioned. There are no explicit eligibility criteria, funding ranges, or deadlines relevant to ellenor Hospice. Therefore, ellenor Hospice is not eligible for any Nesta funding based on the provided information.",15,15,15/10/2025 12:46,,www.nesta.org.uk
https://www.nisalocally.co.uk,www.nisalocally.co.uk_community,registered charities; good causes with a dedicated business bank account,"local to Nisa stores (ideally within 10 miles), UK-wide (regional and local giving possible), including Kent",local community; health and wellbeing; families; bereavement support; children; vulnerable people; hospices,"Typically up to £2,000 per grant (Heart of the Community fund); other local store grants often £500-£5,000; no strict minimum/maximum stated","Must be local to a Nisa store (ideally within 10 miles); No funds to individuals; No funds to groups sending money outside the UK; No funds to groups involved in human rights abuse, discrimination, animal harm for entertainment/sport, or primarily political/religious dissemination; No funds to be spent directly in a Nisa partner's store",rolling,None (applications accepted year-round via local Nisa stores; some themed funds may have deadlines),Applications must be made via nomination by a local Nisa retailer; transparency and accountability required; no turnover restrictions; hospices explicitly mentioned as eligible; regional grants possible at Trustees' discretion.,Highly Eligible,"1. Hospices are explicitly mentioned as eligible recipients: 'Donations may be to local sports teams, hospices or one of the many charities operating in the UK.' 2. Geographic scope includes Kent, as Nisa stores are present in Kent and grants are for causes local to stores (ideally within 10 miles). 3. Beneficiary focus includes health, wellbeing, families, bereavement, and children—all matching ellenor Hospice's services. 4. Funding range is suitable, with examples of £500-£5,000 and up to £2,000 for Heart of the Community fund; no minimum/maximum turnover. 5. No restrictions exclude hospices or healthcare charities; only standard exclusions (e.g., individuals, overseas, discriminatory groups). 6. Application process is rolling via local store nomination, with additional regional opportunities. 7. Previous success stories include bereavement charities and family support, directly relevant to ellenor's work. Overall, ellenor Hospice is a highly eligible applicant for Making a Difference Locally funding, provided they engage with a local Nisa retailer for nomination.",14,14,15/10/2025 12:46,,www.nisalocally.co.uk_community
https://www.ovearupfoundation.org,www.ovearupfoundation.org,charities; institutions; research organisations; educational organisations,"UK (with some international projects, but UK-based projects are eligible)",built environment; education; interdisciplinary design; engineering; architecture; young people; students,Not stated,"Projects must align with the Foundation's charitable aims and mission (enhancing new thinking and knowledge in the built environment through interdisciplinary design); Unusual for Trustees to give individual grants for private study (bursaries only through institutions); No explicit mention of health, palliative care, or hospice sector as a focus",rolling,"Trustees meet quarterly; applications considered if received by the middle of the preceding month (for December, March, June, September meetings)",Projects must be consistent with the Foundation's mission (interdisciplinary design and knowledge in the built environment). Application is via form submission; reporting and public acknowledgement required.,Not Eligible,"The Ove Arup Foundation funds projects that enhance new thinking and knowledge in the built environment through interdisciplinary design, with a strong focus on education, architecture, engineering, and related fields. All featured and past grants are for educational, research, or design/engineering projects, often in partnership with universities or educational charities. There is no mention of funding for health, palliative care, or hospice services, nor any indication that such projects would align with the Foundation's stated charitable aims. The restrictions specify that projects must be consistent with the Foundation's mission, which is not related to hospice or palliative care. Therefore, ellenor Hospice's core activities and beneficiary focus do not match the Foundation's funding priorities.",15,15,15/10/2025 12:46,,www.ovearupfoundation.org
https://oxfordshire.org,www.oxfordshire.org,Registered charities; Charitable organisations; Community groups; Social enterprises (in some cases),"Oxfordshire (county of Oxfordshire, England)",People in Oxfordshire; Vulnerable people; People facing health and wellbeing challenges; Marginalised groups; Children and families; People experiencing mental health issues; People in deprivation; People needing palliative and end of life care (for some funds),"Varies by fund; examples: up to £5,000 (Ann Rylands Small Donations), up to £25,000 (TOE Local Environment Fund), up to £30,000 (The Fore), £9,000-£59,000 (Thriving in Nature Fund multi-year grants), up to £500 (Midcounties Cooperative Community Fund)","Must deliver work in Oxfordshire; Some funds are only for small/local organisations; Some funds have specific themes (e.g., nature, health, cost of living); National charities or those not operating in Oxfordshire are not eligible for most OCF grants",rolling|seasonal|varies by fund,"Varies by fund; some rolling (e.g., Step Change Fund), others have annual/seasonal rounds","ellenor Hospice is based in Kent and serves Dartford, Gravesham, Swanley, and Bexley, not Oxfordshire. OCF grants are for organisations delivering services in Oxfordshire. Some referenced funds (e.g., Ann Rylands, Barchester, National Lottery) are external and may have broader eligibility, but OCF's own funds are Oxfordshire-focused.",Not Eligible,"1. OCF's own grant programmes are explicitly for 'charitable groups across Oxfordshire' and 'projects that enhance mental health, build rural skills and expand access to green spaces – especially for those who face barriers to enjoying the natural environment' in Oxfordshire. 2. The Thriving in Nature Fund, Step Change Fund, and other OCF-managed grants all specify Oxfordshire as the geographic focus. 3. While some external funds listed (e.g., Ann Rylands, Barchester, National Lottery) may be open to Kent-based charities, these are not OCF's own funds and would require separate applications. 4. There is no indication that OCF funds are available to organisations operating solely in Kent. 5. Therefore, ellenor Hospice, which operates in Kent and not Oxfordshire, is not eligible for OCF's own grant programmes.",15,15,15/10/2025 12:47,,www.oxfordshire.org
https://pearsfoundation.org.uk,www.pearsfoundation.org.uk,Registered charities; Nonprofits; Organisations promoting wellbeing; Organisations supporting families and children; Organisations working with people at end of life,UK (including Kent and South East England),Children; Young people; Families; People with life-limiting conditions; People at end of life; People with disabilities; Vulnerable groups,Not stated; previous grants range from small community gifts to multi-million pound capital grants,Invitation-only; Pears Foundation does not accept unsolicited applications,closed,"N/A (invitation-only, no open deadline)","Pears Foundation provides core and unrestricted funding, often for long-term partnerships. They explicitly support organisations enhancing wellbeing, including end-of-life care. However, all funding is by invitation only and there is no open application process.",Not Eligible,"1. Pears Foundation is 'invitation-only' and does not accept unsolicited applications, as stated: 'We are an invitation-only foundation. We draw on our experience, networks, landscape reviews and research to identify our partners.' 2. The Foundation explicitly supports organisations working in wellbeing and end-of-life care, which matches ellenor Hospice's focus. 3. Geographic scope includes the UK and Kent, and beneficiary focus aligns closely with ellenor Hospice's services. 4. However, the explicit restriction on unsolicited applications means ellenor Hospice cannot apply unless directly invited, making them Not Eligible under current processes. Next steps: Monitor for any change in approach or seek introduction via existing Pears Foundation partners if appropriate.",15,15,15/10/2025 12:47,,www.pearsfoundation.org.uk
